,File,Attack,Accuracy,Precision,Recall,F1 Score
0,0.01,BF1_DDoS_AD,0.25145208973392846,1.0,0.25145208973392846,0.4018565181946194
1,0.01,Delay_DDoS_AD,0.6449093317498744,1.0,0.6449093317498744,0.7841275130512052
2,0.01,SYN-DDoS-AD,0.17553248230985313,1.0,0.17553248230985313,0.2986433551626613
3,0.01,Sub_DDoS_AD,0.85213689378716,1.0,0.85213689378716,0.9201662108730545
4,0.01,WILL_DDoS_AD,0.779283863093463,1.0,0.779283863093463,0.8759522628824387
5,0.01,normal,0.9945638270657458,0.0,0.0,0.0
