,accuracy,recall,precision,f1-score,fpr,tn,fp,fn,tp,attack
0,0.6619828802195041,0.6619828802195041,1.0,0.7966181698960385,,0,0,87467,171298,BF1_DDoS_AD
1,0.6761717704941567,0.6761717704941567,1.0,0.8068048661800487,,0,0,49627,103624,Delay_DDoS_AD
2,0.5576574334174874,0.5576574334174874,1.0,0.7160206364424965,,0,0,24880,31366,SYN-DDoS-AD
3,0.5569907397816495,0.5569907397816495,1.0,0.7154708445597578,,0,0,85538,107546,Sub_DDoS_AD
4,0.7297439381688612,0.7297439381688612,1.0,0.8437594976530244,,0,0,87907,237366,WILL_DDoS_AD
5,0.9927821593739851,0.0,0.0,0.0,2188764.0,2188763,15913,0,0,normal
