,accuracy,recall,precision,f1-score,fpr,tn,fp,fn,tp,attack
0,0.0,0.0,0.0,0.0,,0,0,258765,0,BF1_DDoS_AD
1,0.0,0.0,0.0,0.0,,0,0,153251,0,Delay_DDoS_AD
2,0.0,0.0,0.0,0.0,,0,0,56246,0,SYN-DDoS-AD
3,0.0,0.0,0.0,0.0,,0,0,193084,0,Sub_DDoS_AD
4,0.0,0.0,0.0,0.0,,0,0,325273,0,WILL_DDoS_AD
5,1.0,0.0,0.0,0.0,,2204676,0,0,0,normal
