,accuracy,recall,precision,f1-score,fpr,tn,fp,fn,tp,attack
0,0.6086333159430372,0.6086333159430372,1.0,0.7567085797750434,,0,0,101272,157493,BF1_DDoS_AD
1,0.6251117447846997,0.6251117447846997,1.0,0.7693153985143546,,0,0,57452,95799,Delay_DDoS_AD
2,0.42262560893219075,0.42262560893219075,1.0,0.5941487433920292,,0,0,32475,23771,SYN-DDoS-AD
3,0.5240776035300698,0.5240776035300698,1.0,0.6877308639877665,,0,0,91893,101191,Sub_DDoS_AD
4,0.6377750381986823,0.6377750381986823,1.0,0.7788310644911812,,0,0,117822,207451,WILL_DDoS_AD
5,0.9957444994185086,0.0,0.0,0.0,2195295.0,2195294,9382,0,0,normal
